county,age_category,quarter,susceptible,new_infected,current_infected,new_severe,cumulative_severe,flu_incidence,severe_incidence
Mariposa,50-64,Q4,2100,0,0,0,58,0,0
Mariposa,65+,Q1,50727,117,139,2,2,0.2306464013247383,0.003942673526918603
Mariposa,65+,Q2,63102,1573,2014,99,598,2.492789451998352,0.15688884662926691
Mariposa,65+,Q3,43916,723,1031,98,2273,1.6463248018945258,0.2231532926496038
Mariposa,65+,Q4,3306,0,0,0,199,0,0
Mendocino,0-17,Q1,163735,421,424,0,0,0.2571227898738816,0
Mendocino,0-17,Q2,200046,4949,5038,4,16,2.47393099587095,0.0019995401057756714
Mendocino,0-17,Q3,143528,2601,2673,4,98,1.8121899559667798,0.0027869126581572933
Mendocino,0-17,Q4,10671,0,0,0,8,0,0
Mendocino,18-49,Q1,294621,753,779,4,24,0.2555825959452992,0.0013576764724849892
Mendocino,18-49,Q2,362738,8942,9336,41,282,2.4651401286879238,0.011302923873429307
Mendocino,18-49,Q3,255759,4441,4735,48,1088,1.7364002830789922,0.01876766799995308
Mendocino,18-49,Q4,22170,0,0,0,106,0,0
Mendocino,50-64,Q1,139194,343,372,7,31,0.24641866747129904,0.00502895239737345
Mendocino,50-64,Q2,176930,4556,5264,126,730,2.575029672751936,0.07121460464590516
Mendocino,50-64,Q3,120264,1998,2478,104,2759,1.6613450409099981,0.08647641854586577
Mendocino,50-64,Q4,9017,0,0,0,237,0,0
Mendocino,65+,Q1,199394,532,668,20,81,0.26680842954151074,0.010030392088026722
Mendocino,65+,Q2,224786,6025,7718,383,2460,2.680327066632264,0.17038427660085592
Mendocino,65+,Q3,161997,2758,4063,366,8922,1.7025006635925357,0.22593010981684847
Mendocino,65+,Q4,11981,0,0,0,771,0,0
Merced,0-17,Q1,680511,1634,1656,0,0,0.2401136792792475,0
Merced,0-17,Q2,886936,21812,22204,20,130,2.4592529787944115,0.00225495413423291
Merced,0-17,Q3,627170,11164,11461,13,402,1.7800596329543825,0.0020728032271951783
Merced,0-17,Q4,41772,0,0,0,29,0,0
Merced,18-49,Q1,1158154,2944,3040,12,56,0.25419762829468273,0.0010361316370707176
Merced,18-49,Q2,1368589,32804,34330,172,1017,2.396921208631664,0.012567688327174921
Merced,18-49,Q3,1059300,20326,21670,160,4228,1.9188143113376757,0.01510431416973473
Merced,18-49,Q4,75167,0,0,0,351,0,0
Merced,50-64,Q1,389729,929,1042,17,80,0.23837076532667573,0.004362005393491374
Merced,50-64,Q2,487698,12208,14153,334,1994,2.503188448589086,0.06848500506460965
Merced,50-64,Q3,339126,5650,7046,313,7735,1.6660474277996968,0.09229607874359383
Merced,50-64,Q4,25131,0,0,0,666,0,0
Merced,65+,Q1,306507,735,881,23,87,0.23979876479166873,0.007503906925453578
Merced,65+,Q2,405103,9782,12479,594,3458,2.4146945344764172,0.14662937573900958
Merced,65+,Q3,277193,5010,7388,649,14315,1.807404948898421,0.23413289657386732
Merced,65+,Q4,26601,0,0,1,1650,0,0.0037592571707830533
Modoc,0-17,Q1,14636,27,29,0,0,0.18447663295982508,0
Modoc,0-17,Q2,19539,500,504,0,0,2.5589845949127388,0
Modoc,0-17,Q3,13203,218,224,0,0,1.6511398924486858,0
Modoc,0-17,Q4,903,0,0,0,0,0,0
Modoc,18-49,Q1,27523,49,50,0,0,0.1780329179231915,0
Modoc,18-49,Q2,36346,969,1019,3,16,2.666043030869972,0.008254003191547902
Modoc,18-49,Q3,23368,397,422,2,58,1.6989044847654913,0.008558712769599451
Modoc,18-49,Q4,2420,0,0,0,7,0,0
Modoc,50-64,Q1,15793,38,49,1,4,0.240612929779016,0.006331919204710948
Modoc,50-64,Q2,19538,515,576,11,76,2.6358890367488996,0.05630054253250076
Modoc,50-64,Q3,13309,187,245,12,277,1.4050642422420918,0.09016455030430535
Modoc,50-64,Q4,1527,0,0,0,33,0,0
Modoc,65+,Q1,24137,69,82,5,19,0.28586816920081204,0.020715084724696523
Modoc,65+,Q2,29790,767,1017,51,323,2.574689493118496,0.17119838872104734
Modoc,65+,Q3,20455,362,521,50,1212,1.769738450256661,0.24443901246638963
Modoc,65+,Q4,1541,0,0,0,106,0,0
Mono,0-17,Q1,24353,63,63,0,0,0.25869502730669736,0
Mono,0-17,Q2,29047,747,764,0,0,2.571694150858953,0
Mono,0-17,Q3,20136,366,375,1,13,1.8176400476758046,0.004966229638458482
Mono,0-17,Q4,1469,0,0,0,1,0,0
Mono,18-49,Q1,48700,104,111,1,4,0.2135523613963039,0.0020533880903490756
Mono,18-49,Q2,59897,1486,1556,9,64,2.480925588927659,0.015025794280180976
Mono,18-49,Q3,42672,755,804,8,213,1.7693100862392201,0.018747656542932135
Mono,18-49,Q4,3125,0,0,0,18,0,0
Mono,50-64,Q1,27493,63,72,1,4,0.22914923798785145,0.003637289491870658
Mono,50-64,Q2,34599,865,1007,25,160,2.500072256423596,0.07225642359605769
Mono,50-64,Q3,24091,359,445,12,451,1.4901830559129965,0.04981113278817816
Mono,50-64,Q4,1811,0,0,0,38,0,0
Mono,65+,Q1,25158,77,98,1,3,0.3060656649972176,0.003974878766197631
Mono,65+,Q2,28849,742,972,58,337,2.5720128947277203,0.2010468300461021
Mono,65+,Q3,21189,307,453,46,1254,1.4488649771107651,0.21709377507197128
Mono,65+,Q4,1596,0,0,0,105,0,0
Monterey,0-17,Q1,960320,2231,2265,4,19,0.23231839386871042,4.165278240586471e-4
Monterey,0-17,Q2,1284324,31853,32395,34,247,2.4801374108091103,0.0026473070658182825
Monterey,0-17,Q3,860939,14256,14625,27,783,1.6558664434994814,0.0031361106884459874
Monterey,0-17,Q4,62933,0,0,0,65,0,0
Monterey,18-49,Q1,1621322,3648,3785,16,73,0.22500157279059926,9.868490034675409e-4
Monterey,18-49,Q2,2202876,53931,56382,271,1699,2.448208614556607,0.012302099618861887
Monterey,18-49,Q3,1450777,25013,26729,226,5903,1.7241105972868331,0.015577859312630404
Monterey,18-49,Q4,146146,0,0,0,684,0,0
Monterey,50-64,Q1,651176,1626,1803,26,112,0.2497020774721427,0.003992776146541027
Monterey,50-64,Q2,793920,19631,22594,457,2762,2.4726672712615883,0.05756247480854494
Monterey,50-64,Q3,579175,10618,13032,500,11651,1.8332973626278757,0.08632969309794104
Monterey,50-64,Q4,42336,0,0,0,997,0,0
Monterey,65+,Q1,629405,1706,2097,62,247,0.27104964212232185,0.009850573160365743
Monterey,65+,Q2,761511,18994,24588,1236,7314,2.4942515603845514,0.16230888325972967
Monterey,65+,Q3,540496,10071,14360,1178,28469,1.863288534975282,0.21794795891181434
Monterey,65+,Q4,56629,0,1,1,3495,0,0.0017658796729590847
Napa,0-17,Q1,240915,657,667,1,1,0.2727102920117054,4.15084158313098e-4
Napa,0-17,Q2,279002,6949,7090,11,71,2.490663149368105,0.003942624067210988
Napa,0-17,Q3,210682,3766,3861,8,247,1.7875281229530762,0.0037971919765333534
Napa,0-17,Q4,15545,0,0,0,20,0,0
Napa,18-49,Q1,504300,1317,1363,6,20,0.2611540749553837,0.001189767995240928
Napa,18-49,Q2,624884,15888,16626,74,475,2.5425518976322006,0.011842197911932454
Napa,18-49,Q3,435269,7166,7671,69,1762,1.6463382414093355,0.015852266069947548
Napa,18-49,Q4,32726,0,0,0,151,0,0
Napa,50-64,Q1,233103,593,657,11,49,0.25439398034345334,0.0047189439861348844
Napa,50-64,Q2,307779,7858,9060,179,1159,2.5531306554378306,0.058158613810558875
Napa,50-64,Q3,205204,3393,4285,165,4092,1.6534765404183156,0.08040778932184557
Napa,50-64,Q4,15991,0,0,0,370,0,0
Napa,65+,Q1,263788,698,847,31,125,0.2646064263726932,0.011751861343199842
Napa,65+,Q2,317236,7818,10085,454,2969,2.464411353062074,0.14311112231903061
Napa,65+,Q3,235536,4330,6175,490,11483,1.8383601657496096,0.20803613884926297
Napa,65+,Q4,16846,0,0,0,981,0,0
Nevada,0-17,Q1,134550,343,347,1,5,0.25492382014121145,7.432181345224824e-4
Nevada,0-17,Q2,163743,3967,4051,4,41,2.4226989856054915,0.0024428525188863034
Nevada,0-17,Q3,117737,2126,2192,3,97,1.8057195274212865,0.0025480520142351173
Nevada,0-17,Q4,12093,0,0,0,12,0,0
Nevada,18-49,Q1,290069,693,713,0,0,0.2389086734535576,0
Nevada,18-49,Q2,388053,9581,10046,47,249,2.4689926376036264,0.012111747622103165
Nevada,18-49,Q3,261538,4292,4590,42,1039,1.6410617195206816,0.01605885186856212
Nevada,18-49,Q4,19409,0,0,0,89,0,0
Nevada,50-64,Q1,160027,360,409,6,21,0.2249620376561455,0.0037493672942690917
Nevada,50-64,Q2,217106,5474,6336,119,699,2.5213490184518164,0.05481193518373514
Nevada,50-64,Q3,144437,2354,2949,119,2836,1.6297763038556603,0.08238886157978911
Nevada,50-64,Q4,10600,0,0,0,241,0,0
Nevada,65+,Q1,255924,595,728,37,136,0.23249089573467124,0.014457417045685438
Nevada,65+,Q2,350707,8713,11242,588,3754,2.484410063101107,0.16766132412526696
Nevada,65+,Q3,232439,3816,5508,466,12826,1.6417210536958085,0.20048270729094514
Nevada,65+,Q4,17338,0,1,0,1103,0,0
Orange,0-17,Q1,6210710,16011,16226,4,22,0.25779661262560966,6.440487480497399e-5
Orange,0-17,Q2,7622715,189687,193036,133,774,2.488444077995832,0.0017447851585688304
Orange,0-17,Q3,5355515,95538,97959,144,3243,1.7839180732385214,0.0026888170418717904
Orange,0-17,Q4,524346,0,0,0,368,0,0
Orange,18-49,Q1,11764129,29907,30987,87,356,0.25422196577409173,7.395362631606641e-4
Orange,18-49,Q2,14651835,373480,390564,1986,12278,2.549032254321728,0.01355461619653784
Orange,18-49,Q3,9954064,167119,178700,1709,43681,1.6789022051696676,0.017168866907024107
Orange,18-49,Q4,920857,0,0,0,4584,0,0
Orange,50-64,Q1,5683200,14028,15660,236,995,0.24683277027027026,0.00415259009009009
Orange,50-64,Q2,7079622,172932,199396,4238,25348,2.4426727867674294,0.05986195308167583
Orange,50-64,Q3,5116218,93459,114839,4377,104333,1.8267204407630793,0.08555147571897835
Orange,50-64,Q4,401410,0,0,0,9583,0,0
Orange,65+,Q1,4953543,12703,15324,489,1990,0.256442711812535,0.009871722118895506
Orange,65+,Q2,5850733,139019,179181,8643,50046,2.376095439665423,0.14772507991733685
Orange,65+,Q3,4564837,87844,124706,9842,227392,1.9243622499554751,0.21560463166592803
Orange,65+,Q4,316384,0,3,1,18975,0,3.160716091837767e-4
Placer,0-17,Q1,620072,1493,1511,1,5,0.24077849023984313,1.6127159426647226e-4
Placer,0-17,Q2,821539,20506,20872,13,84,2.4960470531526804,0.001582395966594404
Placer,0-17,Q3,569658,9160,9390,14,331,1.6079823332596048,0.0024576149198290904
Placer,0-17,Q4,27060,0,0,0,20,0,0
Placer,18-49,Q1,1438065,3680,3813,14,52,0.25589942040172037,9.735304037021971e-4
Placer,18-49,Q2,1810682,46855,49010,231,1473,2.5876989996034645,0.012757623922919653
Placer,18-49,Q3,1210161,19261,20571,218,5365,1.5916064060897683,0.018014132003923447
Placer,18-49,Q4,89949,0,0,0,459,0,0
Placer,50-64,Q1,682939,1697,1914,36,149,0.2484848573591492,0.00527133462871501
Placer,50-64,Q2,833638,20518,23633,520,3218,2.461260163284303,0.06237719489754546
Placer,50-64,Q3,610752,11123,13607,498,12529,1.8211974745887038,0.08153882426909777
Placer,50-64,Q4,42158,0,0,0,1009,0,0
Placer,65+,Q1,810361,2083,2507,85,347,0.25704593384923513,0.01048915236542726
Placer,65+,Q2,1004717,25646,33039,1524,9131,2.5525595764777544,0.15168450419371823
Placer,65+,Q3,695425,11731,17149,1484,35854,1.6868821224431105,0.21339468670237624
Placer,65+,Q4,51778,0,0,0,3105,0,0
Plumas,0-17,Q1,27608,79,80,0,0,0.2861489423355549,0
Plumas,0-17,Q2,34188,818,836,0,0,2.3926523926523924,0
Plumas,0-17,Q3,23840,412,417,1,12,1.7281879194630874,0.0041946308724832215
Plumas,0-17,Q4,2534,0,0,0,1,0,0
Plumas,18-49,Q1,54219,133,137,0,0,0.245301462586916,0
Plumas,18-49,Q2,64219,1470,1532,9,51,2.289042183777387,0.01401454398231053
Plumas,18-49,Q3,50256,1010,1076,10,233,2.0097102833492517,0.019898121617319325
Plumas,18-49,Q4,3614,0,0,0,21,0,0
Plumas,50-64,Q1,31664,80,87,0,0,0.25265285497726125,0
Plumas,50-64,Q2,39413,990,1137,22,116,2.5118615685180017,0.055819145967066705
Plumas,50-64,Q3,27105,466,579,23,515,1.7192399926212873,0.08485519276886183
Plumas,50-64,Q4,2013,0,0,0,45,0,0
Plumas,65+,Q1,56493,151,184,5,9,0.2672897527127255,0.008850654063335281
Plumas,65+,Q2,69839,1787,2332,129,732,2.5587422500322172,0.18471054854737326
Plumas,65+,Q3,49255,738,1056,84,2556,1.498325043142828,0.1705410618211349
Plumas,65+,Q4,3651,0,0,0,217,0,0
Riverside,0-17,Q1,5132285,12730,12936,6,28,0.2480376674327322,1.1690699172006231e-4
Riverside,0-17,Q2,6531827,161590,164406,126,722,2.4738867088794603,0.001929016184905081
Riverside,0-17,Q3,4494731,79698,81731,109,2770,1.7731428198928922,0.0024250617000216475
Riverside,0-17,Q4,428111,0,0,0,299,0,0
Riverside,18-49,Q1,9264565,23429,24303,83,343,0.25288828995209167,8.958866390380984e-4
Riverside,18-49,Q2,11572575,294243,307785,1553,9522,2.5425888361060527,0.01341965811411894
Riverside,18-49,Q3,8093519,132417,141834,1370,35731,1.636086849243203,0.016927124035910707
Riverside,18-49,Q4,502997,0,0,0,2566,0,0
Riverside,50-64,Q1,4032923,10310,11504,164,707,0.2556458429779096,0.0040665294130336725
Riverside,50-64,Q2,4949070,123952,142973,3002,18145,2.504551360154534,0.060657860971859365
Riverside,50-64,Q3,3527922,61052,75267,2951,71985,1.730537126387715,0.08364697405441504
Riverside,50-64,Q4,257256,0,0,0,6117,0,0
Riverside,65+,Q1,3628759,8437,10331,387,1548,0.23250372923635876,0.010664803035969046
Riverside,65+,Q2,4876954,119236,153224,7244,44582,2.4448867059234103,0.1485353357854103
Riverside,65+,Q3,3324041,56656,82468,7113,171711,1.704431443535143,0.21398653025037898
Riverside,65+,Q4,244081,0,0,0,14792,0,0
Sacramento,0-17,Q1,3203585,8175,8285,2,11,0.25518286544605495,6.243005882472292e-5
Sacramento,0-17,Q2,3919217,97265,99019,87,517,2.481745716044812,0.0022198311550495928
Sacramento,0-17,Q3,2782057,49282,50546,79,1988,1.771423087305544,0.0028396255001245482
Sacramento,0-17,Q4,243769,0,0,0,194,0,0
Sacramento,18-49,Q1,5880529,14349,14902,63,238,0.24400865976513336,0.0010713321879715243
Sacramento,18-49,Q2,7665933,189373,198213,993,6132,2.470319007484151,0.012953413498396085
Sacramento,18-49,Q3,5291371,91659,98025,926,23294,1.7322353696234871,0.017500190404339443
Sacramento,18-49,Q4,419112,0,0,0,2119,0,0
Sacramento,50-64,Q1,2528184,6464,7187,104,427,0.2556775930865791,0.004113624641244466
Sacramento,50-64,Q2,3090296,77137,88936,1821,11127,2.4961039330860215,0.05892639410593678
Sacramento,50-64,Q3,2212573,38575,47547,1776,43276,1.743445301013797,0.08026853803241746
Sacramento,50-64,Q4,176670,0,0,0,4061,0,0
Sacramento,65+,Q1,2128017,5236,6431,222,855,0.2460506659486273,0.010432247486744702
Sacramento,65+,Q2,2789809,67548,86634,4076,24736,2.421241024027093,0.14610319201063585
Sacramento,65+,Q3,1961260,34200,49185,4085,98844,1.7437769597095742,0.20828447018753252
Sacramento,65+,Q4,140805,0,2,0,8367,0,0
San Benito,0-17,Q1,119869,297,300,0,0,0.24777048277703162,0
San Benito,0-17,Q2,145047,3666,3744,2,9,2.527456617510186,0.001378863402896992
San Benito,0-17,Q3,105765,1877,1929,1,40,1.7746891693849571,9.454923651491515e-4
San Benito,0-17,Q4,7607,0,0,0,3,0,0
San Benito,18-49,Q1,242061,606,627,4,14,0.25035011835859555,0.0016524760287696077
San Benito,18-49,Q2,300049,7630,7972,32,214,2.5429179900616234,0.010664924728960936
San Benito,18-49,Q3,208157,3403,3626,32,796,1.6348237147922002,0.015373011717117368
San Benito,18-49,Q4,15470,0,0,0,68,0,0
San Benito,50-64,Q1,104786,231,266,5,12,0.2204492966617678,0.004771629797873762
San Benito,50-64,Q2,129594,3249,3734,86,557,2.5070605120607437,0.06636109696436562
San Benito,50-64,Q3,90179,1660,2060,83,1965,1.8407833309307045,0.09203916654653523
San Benito,50-64,Q4,8345,0,0,0,218,0,0
San Benito,65+,Q1,85277,185,236,8,24,0.2169400893558638,0.009381193053226544
San Benito,65+,Q2,111071,2778,3552,164,1025,2.5011028981462307,0.14765330284232608
San Benito,65+,Q3,72538,1350,1925,161,3682,1.861093495822879,0.22195263172406188
San Benito,65+,Q4,9298,0,0,0,553,0,0
San Bernardino,0-17,Q1,4928046,11871,12049,6,22,0.24088655016613075,1.2175211026845123e-4
San Bernardino,0-17,Q2,6361342,154569,157402,121,747,2.4298174819086915,0.0019021143651764046
San Bernardino,0-17,Q3,4502690,79385,81416,129,3001,1.7630571946991687,0.0028649540607947692
San Bernardino,0-17,Q4,330708,0,0,0,259,0,0
San Bernardino,18-49,Q1,8748081,22572,23433,94,372,0.25802230226263334,0.0010745213721729372
San Bernardino,18-49,Q2,10242248,251695,263319,1257,7788,2.4574195039995126,0.012272696384621815
San Bernardino,18-49,Q3,7911048,143571,153093,1414,33619,1.814816444041295,0.017873738093865693
San Bernardino,18-49,Q4,420610,0,0,0,2092,0,0
San Bernardino,50-64,Q1,3397507,8681,9738,134,521,0.25551087900628316,0.0039440684007420734
San Bernardino,50-64,Q2,4150547,104169,119922,2634,15734,2.509765580295802,0.06346151483165954
San Bernardino,50-64,Q3,2973600,52366,64434,2605,63170,1.7610304008609092,0.08760425073984396
San Bernardino,50-64,Q4,227602,0,0,0,5654,0,0
San Bernardino,65+,Q1,2532086,5920,7235,253,967,0.23379932593126773,0.009991761733211273
San Bernardino,65+,Q2,3394980,81618,104819,4928,29509,2.404078963646325,0.14515549428862615
San Bernardino,65+,Q3,2375261,41805,60497,5120,120854,1.7600171096986816,0.21555525897996053
San Bernardino,65+,Q4,171029,0,0,0,10301,0,0
San Diego,0-17,Q1,7053036,18026,18320,7,32,0.25557788163848877,9.924804013477317e-5
San Diego,0-17,Q2,8659500,216523,220481,193,1093,2.5004099543853573,0.0022287660950401295
San Diego,0-17,Q3,6097227,108065,110936,186,4514,1.7723630758703917,0.003050567085660416
San Diego,0-17,Q4,565553,0,0,0,486,0,0
San Diego,18-49,Q1,12789905,32802,34096,115,518,0.25646789401485,8.991466316598912e-4
San Diego,18-49,Q2,15252344,393821,411905,2016,12396,2.582035915266532,0.013217640514795627
San Diego,18-49,Q3,10783850,179727,192185,1836,46484,1.666631119683601,0.017025459367480074
San Diego,18-49,Q4,820847,0,0,0,4065,0,0
San Diego,50-64,Q1,5329950,13285,14933,255,1004,0.24925186915449488,0.004784285030816424
San Diego,50-64,Q2,6396169,154979,178829,3904,23460,2.4229972660197068,0.06103653608902454
San Diego,50-64,Q3,4694254,89974,110044,4094,95462,1.9166836732737513,0.08721300551695754
San Diego,50-64,Q4,501354,0,1,1,12096,0,1.9945986269183052e-4
San Diego,65+,Q1,5021204,12782,15661,504,1995,0.2545604600012268,0.010037433253060422
San Diego,65+,Q2,6217581,157274,202170,9782,59010,2.5295046417569793,0.15732806697652996
San Diego,65+,Q3,4357403,73702,107572,9191,226158,1.6914203253635252,0.21092839014431303
San Diego,65+,Q4,327389,0,1,0,19871,0,0
San Francisco,0-17,Q1,1218225,3149,3194,1,5,0.25849083707853643,8.208664245110714e-5
San Francisco,0-17,Q2,1499982,37444,38081,35,199,2.4962966222261334,0.0023333613336693373
San Francisco,0-17,Q3,1060938,18941,19430,28,747,1.7853069642146855,0.002639174013938609
San Francisco,0-17,Q4,88517,0,0,0,68,0,0
San Francisco,18-49,Q1,3765980,9388,9731,33,133,0.24928438281669046,8.762659387463556e-4
San Francisco,18-49,Q2,4763050,118325,123818,632,3843,2.4842275432758423,0.013268808851471222
San Francisco,18-49,Q3,3293742,58366,62332,569,14218,1.7720270743731596,0.017275184273692352
San Francisco,18-49,Q4,314663,0,0,0,1593,0,0
San Francisco,50-64,Q1,1450812,3519,3946,54,217,0.24255382503039677,0.0037220535810291067
San Francisco,50-64,Q2,1870524,46733,53809,1142,6977,2.4983908252446905,0.06105241098216329
San Francisco,50-64,Q3,1290392,22177,27322,1078,26644,1.718625037972957,0.08354050552080297
San Francisco,50-64,Q4,94963,0,0,0,2287,0,0
San Francisco,65+,Q1,1471927,3795,4671,152,609,0.25782528617248,0.010326599077264022
San Francisco,65+,Q2,1802078,45762,58751,2789,17026,2.5394017351080254,0.154765775954204
San Francisco,65+,Q3,1244546,21375,31096,2677,63958,1.7174937688120808,0.21509851785309664
San Francisco,65+,Q4,118434,0,0,1,7109,0,8.443521286117163e-4
San Joaquin,0-17,Q1,1743551,4379,4440,3,11,0.25115411020383116,1.7206264686263838e-4
San Joaquin,0-17,Q2,2147046,52391,53362,41,267,2.440143341130092,0.0019096004463807481
San Joaquin,0-17,Q3,1549514,28155,28854,42,987,1.8170213370127666,0.002710527300818192
San Joaquin,0-17,Q4,137657,0,0,0,111,0,0
San Joaquin,18-49,Q1,2926149,7463,7742,36,150,0.2550451121935349,0.0012302859492117455
San Joaquin,18-49,Q2,3602843,86716,90810,455,2843,2.40687701351405,0.012628915553633617
San Joaquin,18-49,Q3,2678518,49134,52400,454,11433,1.8343725896185876,0.016949671422779315
San Joaquin,18-49,Q4,189698,0,0,0,945,0,0
San Joaquin,50-64,Q1,1254512,3169,3559,55,248,0.25260818549364217,0.004384174882344688
San Joaquin,50-64,Q2,1575387,39516,45538,1006,6168,2.5083360469522726,0.06385732521596281
San Joaquin,50-64,Q3,1089595,18608,23067,938,23163,1.7077905093176822,0.08608703233770346
San Joaquin,50-64,Q4,89423,0,0,0,2236,0,0
San Joaquin,65+,Q1,1005121,2573,3164,98,382,0.2559890799217208,0.009750069892082644
San Joaquin,65+,Q2,1245105,31394,40395,1878,11327,2.521393778034784,0.15083065283650776
San Joaquin,65+,Q3,864549,14552,21239,1809,43716,1.6831897324500984,0.20924204411780015
San Joaquin,65+,Q4,70792,0,1,0,4166,0,0
San Luis Obispo,0-17,Q1,414531,894,910,0,0,0.2156654146493266,0
San Luis Obispo,0-17,Q2,559001,13566,13810,14,82,2.4268292901086044,0.002504467791649747
San Luis Obispo,0-17,Q3,372892,6661,6831,8,268,1.78630809993242,0.0021453933042274976
San Luis Obispo,0-17,Q4,36785,0,0,0,28,0,0
San Luis Obispo,18-49,Q1,1000847,2493,2586,7,37,0.24908902159870588,6.994076017613082e-4
San Luis Obispo,18-49,Q2,1227050,31115,32576,163,974,2.535756489140622,0.013283892261929017
San Luis Obispo,18-49,Q3,870404,14623,15581,156,3770,1.680024448417057,0.017922711752243786
San Luis Obispo,18-49,Q4,62468,0,0,0,321,0,0
San Luis Obispo,50-64,Q1,443859,1161,1324,19,80,0.26156955249302144,0.004280638671289757
San Luis Obispo,50-64,Q2,537015,13195,15202,334,2048,2.457100825861475,0.06219565561483385
San Luis Obispo,50-64,Q3,394733,7215,8871,351,8256,1.82781779075983,0.08892086549642417
San Luis Obispo,50-64,Q4,31700,0,0,0,775,0,0
San Luis Obispo,65+,Q1,614907,1509,1856,62,258,0.24540296337494938,0.010082825532966773
San Luis Obispo,65+,Q2,759238,19380,24888,1195,7184,2.552559276537792,0.15739465095266572
San Luis Obispo,65+,Q3,532546,8927,12983,1118,27693,1.6762871188592159,0.20993491642036557
San Luis Obispo,65+,Q4,39199,0,0,0,2376,0,0
San Mateo,0-17,Q1,1387214,3580,3626,3,18,0.2580712132374673,2.1626079321575476e-4
San Mateo,0-17,Q2,1699551,42636,43390,40,303,2.508662582058438,0.0023535627939379284
San Mateo,0-17,Q3,1212368,21070,21609,36,946,1.7379211592519765,0.00296939543109023
San Mateo,0-17,Q4,88968,0,0,0,83,0,0
San Mateo,18-49,Q1,2696210,6463,6728,27,122,0.23970684776037474,0.0010014056768575148
San Mateo,18-49,Q2,3398485,83125,87009,454,2798,2.44594282452328,0.013358893742358727
San Mateo,18-49,Q3,2441100,42957,45881,426,10901,1.7597394617180777,0.01745114907213961
San Mateo,18-49,Q4,167718,0,0,0,853,0,0
San Mateo,50-64,Q1,1438987,3615,4058,49,182,0.2512183918270283,0.0034051732225516976
San Mateo,50-64,Q2,1816140,45791,52852,1162,6843,2.5213364608455295,0.06398185161936855
San Mateo,50-64,Q3,1252412,21347,26299,1014,26007,1.7044710526567937,0.08096377230496035
San Mateo,50-64,Q4,104113,0,0,0,2485,0,0
San Mateo,65+,Q1,1320481,3172,3920,149,543,0.24021549723169058,0.01128376705155167
San Mateo,65+,Q2,1710107,43052,55240,2569,16103,2.517503290729761,0.15022451811494836
San Mateo,65+,Q3,1159293,19016,27828,2465,59646,1.6403100855435166,0.21262959407155912
San Mateo,65+,Q4,93436,0,0,0,5601,0,0
Santa Barbara,0-17,Q1,907865,2315,2356,3,19,0.254993859219157,3.3044560589955553e-4
Santa Barbara,0-17,Q2,1113927,27989,28514,25,148,2.5126422108450552,0.0022443122394914567
Santa Barbara,0-17,Q3,765397,13805,14180,30,654,1.8036391571955468,0.003919534568335125
Santa Barbara,0-17,Q4,84772,0,0,0,82,0,0
Santa Barbara,18-49,Q1,1843125,4856,5023,13,60,0.2634655815530688,7.053238385893524e-4
Santa Barbara,18-49,Q2,2203555,57232,59922,299,1701,2.5972576132658363,0.013568982848170345
Santa Barbara,18-49,Q3,1551424,25804,27609,261,6755,1.6632461532115013,0.01682325399117198
Santa Barbara,18-49,Q4,115060,0,0,0,574,0,0
Santa Barbara,50-64,Q1,656471,1562,1759,34,144,0.23793891885551685,0.005179208220926743
Santa Barbara,50-64,Q2,840750,20980,24181,522,3247,2.495391019922688,0.062087421944692245
Santa Barbara,50-64,Q3,579013,9999,12365,505,12306,1.7269042318566248,0.0872173854473043
Santa Barbara,50-64,Q4,51837,0,0,0,1311,0,0
Santa Barbara,65+,Q1,652750,1604,1965,66,266,0.24572960551512832,0.010111068556108771
Santa Barbara,65+,Q2,866207,21468,27447,1294,7788,2.4783914237589864,0.14938692483436405
Santa Barbara,65+,Q3,565285,9650,14073,1295,29468,1.707103496466384,0.2290879821682868
Santa Barbara,65+,Q4,60127,0,0,0,3713,0,0
Santa Clara,0-17,Q1,3750532,9442,9575,4,13,0.2517509515983333,1.0665153636870716e-4
Santa Clara,0-17,Q2,4611717,115749,117809,94,510,2.509889483678205,0.002038286390947233
Santa Clara,0-17,Q3,3233696,56316,57775,93,2238,1.741536619397742,0.00287596607720701
Santa Clara,0-17,Q4,280199,0,0,0,210,0,0
Santa Clara,18-49,Q1,7709366,20105,20862,66,278,0.2607866846638232,8.561015263771366e-4
Santa Clara,18-49,Q2,9071967,228111,238663,1185,7239,2.5144602047163533,0.013062216826846922
Santa Clara,18-49,Q3,6687366,117326,125177,1088,27858,1.7544426310747758,0.016269484876407243
Santa Clara,18-49,Q4,483308,0,0,0,2339,0,0
Santa Clara,50-64,Q1,3595040,9329,10533,160,645,0.2594964172860385,0.004450576349637278
Santa Clara,50-64,Q2,4055366,100007,115514,2587,15488,2.4660412894915034,0.06379202271755496
Santa Clara,50-64,Q3,3187082,58550,71836,2700,66031,1.837103657828697,0.08471699190670337
Santa Clara,50-64,Q4,197740,0,1,0,4828,0,0
Santa Clara,65+,Q1,2849500,6672,8144,310,1148,0.23414634146341462,0.010879101596771364
Santa Clara,65+,Q2,3780141,95109,122394,5787,35676,2.516017259673647,0.1530895276128589
Santa Clara,65+,Q3,2512761,41431,60990,5425,132254,1.6488237440807143,0.21589797039989078
Santa Clara,65+,Q4,210304,0,1,0,12765,0,0
